frame_id,source,first_mame_frame,slot,raw_code,decoded_code,atari_width_8px,atari_height_8px,xflip,palette,atlas_x_16px,atlas_y_16px,width_16px,height_16px,pen_1
33,rom-animation-table,-1,-1,0x113F,0x193F,3,3,0,14,0,9,2,2,preview_black_alpha_128_and_separate_mask
34,rom-animation-table,-1,-1,0x113F,0x193F,3,3,0,15,3,9,2,2,preview_black_alpha_128_and_separate_mask
35,rom-animation-table,-1,-1,0x1148,0x1948,3,3,0,12,6,9,2,2,preview_black_alpha_128_and_separate_mask
36,rom-animation-table,-1,-1,0x1148,0x1948,3,3,0,13,9,9,2,2,preview_black_alpha_128_and_separate_mask
37,rom-animation-table,-1,-1,0x1148,0x1948,3,3,0,14,12,9,2,2,preview_black_alpha_128_and_separate_mask
38,rom-animation-table,-1,-1,0x1148,0x1948,3,3,0,15,15,9,2,2,preview_black_alpha_128_and_separate_mask
39,rom-animation-table,-1,-1,0x1151,0x1951,3,3,0,12,18,9,2,2,preview_black_alpha_128_and_separate_mask
40,rom-animation-table,-1,-1,0x1151,0x1951,3,3,0,13,21,9,2,2,preview_black_alpha_128_and_separate_mask
41,rom-animation-table,-1,-1,0x1151,0x1951,3,3,0,14,24,9,2,2,preview_black_alpha_128_and_separate_mask
42,rom-animation-table,-1,-1,0x1151,0x1951,3,3,0,15,27,9,2,2,preview_black_alpha_128_and_separate_mask
43,rom-animation-table,-1,-1,0x115A,0x195A,3,3,0,12,30,9,2,2,preview_black_alpha_128_and_separate_mask
44,rom-animation-table,-1,-1,0x115A,0x195A,3,3,0,13,0,12,2,2,preview_black_alpha_128_and_separate_mask
45,rom-animation-table,-1,-1,0x115A,0x195A,3,3,0,14,3,12,2,2,preview_black_alpha_128_and_separate_mask
46,rom-animation-table,-1,-1,0x115A,0x195A,3,3,0,15,6,12,2,2,preview_black_alpha_128_and_separate_mask
47,rom-animation-table,-1,-1,0x1163,0x1963,3,3,0,12,9,12,2,2,preview_black_alpha_128_and_separate_mask
48,rom-animation-table,-1,-1,0x1163,0x1963,3,3,0,13,12,12,2,2,preview_black_alpha_128_and_separate_mask
49,rom-animation-table,-1,-1,0x1163,0x1963,3,3,0,14,15,12,2,2,preview_black_alpha_128_and_separate_mask
50,rom-animation-table,-1,-1,0x1163,0x1963,3,3,0,15,18,12,2,2,preview_black_alpha_128_and_separate_mask
51,rom-animation-table,-1,-1,0x116C,0x196C,3,3,0,12,21,12,2,2,preview_black_alpha_128_and_separate_mask
52,rom-animation-table,-1,-1,0x116C,0x196C,3,3,0,13,24,12,2,2,preview_black_alpha_128_and_separate_mask
53,rom-animation-table,-1,-1,0x116C,0x196C,3,3,0,14,27,12,2,2,preview_black_alpha_128_and_separate_mask
54,rom-animation-table,-1,-1,0x116C,0x196C,3,3,0,15,30,12,2,2,preview_black_alpha_128_and_separate_mask
55,rom-animation-table,-1,-1,0x1175,0x1975,3,3,0,12,0,15,2,2,preview_black_alpha_128_and_separate_mask
56,rom-animation-table,-1,-1,0x1175,0x1975,3,3,0,13,3,15,2,2,preview_black_alpha_128_and_separate_mask
57,rom-animation-table,-1,-1,0x1175,0x1975,3,3,0,14,6,15,2,2,preview_black_alpha_128_and_separate_mask
58,rom-animation-table,-1,-1,0x1175,0x1975,3,3,0,15,9,15,2,2,preview_black_alpha_128_and_separate_mask
59,rom-animation-table,-1,-1,0x117E,0x197E,3,3,0,12,12,15,2,2,preview_black_alpha_128_and_separate_mask
60,rom-animation-table,-1,-1,0x117E,0x197E,3,3,0,13,15,15,2,2,preview_black_alpha_128_and_separate_mask
61,rom-animation-table,-1,-1,0x117E,0x197E,3,3,0,14,18,15,2,2,preview_black_alpha_128_and_separate_mask
62,rom-animation-table,-1,-1,0x117E,0x197E,3,3,0,15,21,15,2,2,preview_black_alpha_128_and_separate_mask
63,rom-animation-table,-1,-1,0x1187,0x1987,3,3,0,12,24,15,2,2,preview_black_alpha_128_and_separate_mask
64,rom-animation-table,-1,-1,0x1187,0x1987,3,3,0,13,27,15,2,2,preview_black_alpha_128_and_separate_mask
65,rom-animation-table,-1,-1,0x1187,0x1987,3,3,0,14,30,15,2,2,preview_black_alpha_128_and_separate_mask
66,rom-animation-table,-1,-1,0x1187,0x1987,3,3,0,15,0,18,2,2,preview_black_alpha_128_and_separate_mask
67,rom-animation-table,-1,-1,0x1190,0x1990,3,3,0,12,3,18,2,2,preview_black_alpha_128_and_separate_mask
68,rom-animation-table,-1,-1,0x1190,0x1990,3,3,0,13,6,18,2,2,preview_black_alpha_128_and_separate_mask
69,rom-animation-table,-1,-1,0x1190,0x1990,3,3,0,14,9,18,2,2,preview_black_alpha_128_and_separate_mask
70,rom-animation-table,-1,-1,0x1190,0x1990,3,3,0,15,12,18,2,2,preview_black_alpha_128_and_separate_mask
71,rom-animation-table,-1,-1,0x1199,0x1999,3,3,0,12,15,18,2,2,preview_black_alpha_128_and_separate_mask
72,rom-animation-table,-1,-1,0x1199,0x1999,3,3,0,13,18,18,2,2,preview_black_alpha_128_and_separate_mask
73,rom-animation-table,-1,-1,0x1199,0x1999,3,3,0,14,21,18,2,2,preview_black_alpha_128_and_separate_mask
74,rom-animation-table,-1,-1,0x1199,0x1999,3,3,0,15,24,18,2,2,preview_black_alpha_128_and_separate_mask
75,rom-animation-table,-1,-1,0x11A2,0x19A2,3,3,0,12,27,18,2,2,preview_black_alpha_128_and_separate_mask
76,rom-animation-table,-1,-1,0x11A2,0x19A2,3,3,0,13,30,18,2,2,preview_black_alpha_128_and_separate_mask
77,rom-animation-table,-1,-1,0x11A2,0x19A2,3,3,0,14,0,21,2,2,preview_black_alpha_128_and_separate_mask
78,rom-animation-table,-1,-1,0x11A2,0x19A2,3,3,0,15,3,21,2,2,preview_black_alpha_128_and_separate_mask
79,rom-animation-table,-1,-1,0x11AB,0x19AB,3,3,0,12,6,21,2,2,preview_black_alpha_128_and_separate_mask
80,rom-animation-table,-1,-1,0x11AB,0x19AB,3,3,0,13,9,21,2,2,preview_black_alpha_128_and_separate_mask
81,rom-animation-table,-1,-1,0x11AB,0x19AB,3,3,0,14,12,21,2,2,preview_black_alpha_128_and_separate_mask
82,rom-animation-table,-1,-1,0x11AB,0x19AB,3,3,0,15,15,21,2,2,preview_black_alpha_128_and_separate_mask
83,rom-animation-table,-1,-1,0x11B4,0x19B4,3,3,0,12,18,21,2,2,preview_black_alpha_128_and_separate_mask
84,rom-animation-table,-1,-1,0x11B4,0x19B4,3,3,0,13,21,21,2,2,preview_black_alpha_128_and_separate_mask
85,rom-animation-table,-1,-1,0x11B4,0x19B4,3,3,0,14,24,21,2,2,preview_black_alpha_128_and_separate_mask
86,rom-animation-table,-1,-1,0x11B4,0x19B4,3,3,0,15,27,21,2,2,preview_black_alpha_128_and_separate_mask
87,rom-animation-table,-1,-1,0x11BD,0x19BD,3,3,0,12,30,21,2,2,preview_black_alpha_128_and_separate_mask
88,rom-animation-table,-1,-1,0x11BD,0x19BD,3,3,0,13,0,24,2,2,preview_black_alpha_128_and_separate_mask
89,rom-animation-table,-1,-1,0x11BD,0x19BD,3,3,0,14,3,24,2,2,preview_black_alpha_128_and_separate_mask
90,rom-animation-table,-1,-1,0x11BD,0x19BD,3,3,0,15,6,24,2,2,preview_black_alpha_128_and_separate_mask
91,rom-animation-table,-1,-1,0x11C6,0x19C6,3,3,0,12,9,24,2,2,preview_black_alpha_128_and_separate_mask
92,rom-animation-table,-1,-1,0x11C6,0x19C6,3,3,0,13,12,24,2,2,preview_black_alpha_128_and_separate_mask
93,rom-animation-table,-1,-1,0x11C6,0x19C6,3,3,0,14,15,24,2,2,preview_black_alpha_128_and_separate_mask
94,rom-animation-table,-1,-1,0x11C6,0x19C6,3,3,0,15,18,24,2,2,preview_black_alpha_128_and_separate_mask
95,rom-animation-table,-1,-1,0x11CF,0x19CF,3,3,0,12,21,24,2,2,preview_black_alpha_128_and_separate_mask
96,rom-animation-table,-1,-1,0x11CF,0x19CF,3,3,0,13,24,24,2,2,preview_black_alpha_128_and_separate_mask
97,rom-animation-table,-1,-1,0x11CF,0x19CF,3,3,0,14,27,24,2,2,preview_black_alpha_128_and_separate_mask
98,rom-animation-table,-1,-1,0x11CF,0x19CF,3,3,0,15,30,24,2,2,preview_black_alpha_128_and_separate_mask
99,rom-animation-table,-1,-1,0x11D8,0x19D8,3,3,0,12,0,27,2,2,preview_black_alpha_128_and_separate_mask
100,rom-animation-table,-1,-1,0x11D8,0x19D8,3,3,0,13,3,27,2,2,preview_black_alpha_128_and_separate_mask
101,rom-animation-table,-1,-1,0x11D8,0x19D8,3,3,0,14,6,27,2,2,preview_black_alpha_128_and_separate_mask
102,rom-animation-table,-1,-1,0x11D8,0x19D8,3,3,0,15,9,27,2,2,preview_black_alpha_128_and_separate_mask
103,rom-animation-table,-1,-1,0x11E1,0x19E1,3,3,0,12,12,27,2,2,preview_black_alpha_128_and_separate_mask
104,rom-animation-table,-1,-1,0x11E1,0x19E1,3,3,0,13,15,27,2,2,preview_black_alpha_128_and_separate_mask
105,rom-animation-table,-1,-1,0x11E1,0x19E1,3,3,0,14,18,27,2,2,preview_black_alpha_128_and_separate_mask
106,rom-animation-table,-1,-1,0x11E1,0x19E1,3,3,0,15,21,27,2,2,preview_black_alpha_128_and_separate_mask
107,rom-animation-table,-1,-1,0x13A2,0x1BA2,3,3,0,12,24,27,2,2,preview_black_alpha_128_and_separate_mask
108,rom-animation-table,-1,-1,0x13A2,0x1BA2,3,3,0,13,27,27,2,2,preview_black_alpha_128_and_separate_mask
109,rom-animation-table,-1,-1,0x13A2,0x1BA2,3,3,0,14,30,27,2,2,preview_black_alpha_128_and_separate_mask
110,rom-animation-table,-1,-1,0x13A2,0x1BA2,3,3,0,15,0,30,2,2,preview_black_alpha_128_and_separate_mask
111,rom-animation-table,-1,-1,0x13AB,0x1BAB,3,3,0,12,3,30,2,2,preview_black_alpha_128_and_separate_mask
112,rom-animation-table,-1,-1,0x13AB,0x1BAB,3,3,0,13,6,30,2,2,preview_black_alpha_128_and_separate_mask
113,rom-animation-table,-1,-1,0x13AB,0x1BAB,3,3,0,14,9,30,2,2,preview_black_alpha_128_and_separate_mask
114,rom-animation-table,-1,-1,0x13AB,0x1BAB,3,3,0,15,12,30,2,2,preview_black_alpha_128_and_separate_mask
115,rom-animation-table,-1,-1,0x13B4,0x1BB4,3,3,0,12,15,30,2,2,preview_black_alpha_128_and_separate_mask
116,rom-animation-table,-1,-1,0x13B4,0x1BB4,3,3,0,13,18,30,2,2,preview_black_alpha_128_and_separate_mask
117,rom-animation-table,-1,-1,0x13B4,0x1BB4,3,3,0,14,21,30,2,2,preview_black_alpha_128_and_separate_mask
118,rom-animation-table,-1,-1,0x13B4,0x1BB4,3,3,0,15,24,30,2,2,preview_black_alpha_128_and_separate_mask
119,rom-animation-table,-1,-1,0x13BD,0x1BBD,3,3,0,12,27,30,2,2,preview_black_alpha_128_and_separate_mask
120,rom-animation-table,-1,-1,0x13BD,0x1BBD,3,3,0,13,30,30,2,2,preview_black_alpha_128_and_separate_mask
121,rom-animation-table,-1,-1,0x13BD,0x1BBD,3,3,0,14,0,33,2,2,preview_black_alpha_128_and_separate_mask
122,rom-animation-table,-1,-1,0x13BD,0x1BBD,3,3,0,15,3,33,2,2,preview_black_alpha_128_and_separate_mask
123,rom-animation-table,-1,-1,0x13C6,0x1BC6,3,3,0,12,6,33,2,2,preview_black_alpha_128_and_separate_mask
124,rom-animation-table,-1,-1,0x13C6,0x1BC6,3,3,0,13,9,33,2,2,preview_black_alpha_128_and_separate_mask
125,rom-animation-table,-1,-1,0x13C6,0x1BC6,3,3,0,14,12,33,2,2,preview_black_alpha_128_and_separate_mask
126,rom-animation-table,-1,-1,0x13C6,0x1BC6,3,3,0,15,15,33,2,2,preview_black_alpha_128_and_separate_mask
127,rom-animation-table,-1,-1,0x13CF,0x1BCF,3,3,0,12,18,33,2,2,preview_black_alpha_128_and_separate_mask
128,rom-animation-table,-1,-1,0x13CF,0x1BCF,3,3,0,13,21,33,2,2,preview_black_alpha_128_and_separate_mask
129,rom-animation-table,-1,-1,0x13CF,0x1BCF,3,3,0,14,24,33,2,2,preview_black_alpha_128_and_separate_mask
130,rom-animation-table,-1,-1,0x13CF,0x1BCF,3,3,0,15,27,33,2,2,preview_black_alpha_128_and_separate_mask
131,rom-animation-table,-1,-1,0x13D8,0x1BD8,3,3,0,12,30,33,2,2,preview_black_alpha_128_and_separate_mask
132,rom-animation-table,-1,-1,0x13D8,0x1BD8,3,3,0,13,0,36,2,2,preview_black_alpha_128_and_separate_mask
133,rom-animation-table,-1,-1,0x13D8,0x1BD8,3,3,0,14,3,36,2,2,preview_black_alpha_128_and_separate_mask
134,rom-animation-table,-1,-1,0x13D8,0x1BD8,3,3,0,15,6,36,2,2,preview_black_alpha_128_and_separate_mask
135,rom-animation-table,-1,-1,0x13E1,0x1BE1,3,3,0,12,9,36,2,2,preview_black_alpha_128_and_separate_mask
136,rom-animation-table,-1,-1,0x13E1,0x1BE1,3,3,0,13,12,36,2,2,preview_black_alpha_128_and_separate_mask
137,rom-animation-table,-1,-1,0x13E1,0x1BE1,3,3,0,14,15,36,2,2,preview_black_alpha_128_and_separate_mask
138,rom-animation-table,-1,-1,0x13E1,0x1BE1,3,3,0,15,18,36,2,2,preview_black_alpha_128_and_separate_mask
139,rom-animation-table,-1,-1,0x13EA,0x1BEA,3,3,0,12,21,36,2,2,preview_black_alpha_128_and_separate_mask
140,rom-animation-table,-1,-1,0x13EA,0x1BEA,3,3,0,13,24,36,2,2,preview_black_alpha_128_and_separate_mask
141,rom-animation-table,-1,-1,0x13EA,0x1BEA,3,3,0,14,27,36,2,2,preview_black_alpha_128_and_separate_mask
142,rom-animation-table,-1,-1,0x13EA,0x1BEA,3,3,0,15,30,36,2,2,preview_black_alpha_128_and_separate_mask
143,rom-animation-table,-1,-1,0x13F3,0x1BF3,3,3,0,12,0,39,2,2,preview_black_alpha_128_and_separate_mask
144,rom-animation-table,-1,-1,0x13F3,0x1BF3,3,3,0,13,3,39,2,2,preview_black_alpha_128_and_separate_mask
145,rom-animation-table,-1,-1,0x13F3,0x1BF3,3,3,0,14,6,39,2,2,preview_black_alpha_128_and_separate_mask
146,rom-animation-table,-1,-1,0x13F3,0x1BF3,3,3,0,15,9,39,2,2,preview_black_alpha_128_and_separate_mask
147,rom-animation-table,-1,-1,0x1400,0x1C00,3,3,0,12,12,39,2,2,preview_black_alpha_128_and_separate_mask
148,rom-animation-table,-1,-1,0x1400,0x1C00,3,3,0,13,15,39,2,2,preview_black_alpha_128_and_separate_mask
149,rom-animation-table,-1,-1,0x1400,0x1C00,3,3,0,14,18,39,2,2,preview_black_alpha_128_and_separate_mask
150,rom-animation-table,-1,-1,0x1400,0x1C00,3,3,0,15,21,39,2,2,preview_black_alpha_128_and_separate_mask
151,rom-animation-table,-1,-1,0x1409,0x1C09,3,3,0,12,24,39,2,2,preview_black_alpha_128_and_separate_mask
152,rom-animation-table,-1,-1,0x1409,0x1C09,3,3,0,13,27,39,2,2,preview_black_alpha_128_and_separate_mask
153,rom-animation-table,-1,-1,0x1409,0x1C09,3,3,0,14,30,39,2,2,preview_black_alpha_128_and_separate_mask
154,rom-animation-table,-1,-1,0x1409,0x1C09,3,3,0,15,0,42,2,2,preview_black_alpha_128_and_separate_mask
155,rom-animation-table,-1,-1,0x1412,0x1C12,3,3,0,12,3,42,2,2,preview_black_alpha_128_and_separate_mask
156,rom-animation-table,-1,-1,0x1412,0x1C12,3,3,0,13,6,42,2,2,preview_black_alpha_128_and_separate_mask
157,rom-animation-table,-1,-1,0x1412,0x1C12,3,3,0,14,9,42,2,2,preview_black_alpha_128_and_separate_mask
158,rom-animation-table,-1,-1,0x1412,0x1C12,3,3,0,15,12,42,2,2,preview_black_alpha_128_and_separate_mask
159,rom-animation-table,-1,-1,0x141B,0x1C1B,3,3,0,12,15,42,2,2,preview_black_alpha_128_and_separate_mask
160,rom-animation-table,-1,-1,0x141B,0x1C1B,3,3,0,13,18,42,2,2,preview_black_alpha_128_and_separate_mask
161,rom-animation-table,-1,-1,0x141B,0x1C1B,3,3,0,14,21,42,2,2,preview_black_alpha_128_and_separate_mask
162,rom-animation-table,-1,-1,0x141B,0x1C1B,3,3,0,15,24,42,2,2,preview_black_alpha_128_and_separate_mask
163,rom-animation-table,-1,-1,0x1424,0x1C24,3,3,0,12,27,42,2,2,preview_black_alpha_128_and_separate_mask
164,rom-animation-table,-1,-1,0x1424,0x1C24,3,3,0,13,30,42,2,2,preview_black_alpha_128_and_separate_mask
165,rom-animation-table,-1,-1,0x1424,0x1C24,3,3,0,14,0,45,2,2,preview_black_alpha_128_and_separate_mask
166,rom-animation-table,-1,-1,0x1424,0x1C24,3,3,0,15,3,45,2,2,preview_black_alpha_128_and_separate_mask
167,rom-animation-table,-1,-1,0x142D,0x1C2D,3,3,0,12,6,45,2,2,preview_black_alpha_128_and_separate_mask
168,rom-animation-table,-1,-1,0x142D,0x1C2D,3,3,0,13,9,45,2,2,preview_black_alpha_128_and_separate_mask
169,rom-animation-table,-1,-1,0x142D,0x1C2D,3,3,0,14,12,45,2,2,preview_black_alpha_128_and_separate_mask
170,rom-animation-table,-1,-1,0x142D,0x1C2D,3,3,0,15,15,45,2,2,preview_black_alpha_128_and_separate_mask
171,rom-animation-table,-1,-1,0x1436,0x1C36,3,3,0,12,18,45,2,2,preview_black_alpha_128_and_separate_mask
172,rom-animation-table,-1,-1,0x1436,0x1C36,3,3,0,13,21,45,2,2,preview_black_alpha_128_and_separate_mask
173,rom-animation-table,-1,-1,0x1436,0x1C36,3,3,0,14,24,45,2,2,preview_black_alpha_128_and_separate_mask
174,rom-animation-table,-1,-1,0x1436,0x1C36,3,3,0,15,27,45,2,2,preview_black_alpha_128_and_separate_mask
175,rom-animation-table,-1,-1,0x143F,0x1C3F,3,3,0,12,30,45,2,2,preview_black_alpha_128_and_separate_mask
176,rom-animation-table,-1,-1,0x143F,0x1C3F,3,3,0,13,0,48,2,2,preview_black_alpha_128_and_separate_mask
177,rom-animation-table,-1,-1,0x143F,0x1C3F,3,3,0,14,3,48,2,2,preview_black_alpha_128_and_separate_mask
178,rom-animation-table,-1,-1,0x143F,0x1C3F,3,3,0,15,6,48,2,2,preview_black_alpha_128_and_separate_mask
179,rom-animation-table,-1,-1,0x1448,0x1C48,3,3,0,12,9,48,2,2,preview_black_alpha_128_and_separate_mask
180,rom-animation-table,-1,-1,0x1448,0x1C48,3,3,0,13,12,48,2,2,preview_black_alpha_128_and_separate_mask
181,rom-animation-table,-1,-1,0x1448,0x1C48,3,3,0,14,15,48,2,2,preview_black_alpha_128_and_separate_mask
182,rom-animation-table,-1,-1,0x1448,0x1C48,3,3,0,15,18,48,2,2,preview_black_alpha_128_and_separate_mask
183,rom-animation-table,-1,-1,0x1451,0x1C51,3,3,0,12,21,48,2,2,preview_black_alpha_128_and_separate_mask
184,rom-animation-table,-1,-1,0x1451,0x1C51,3,3,0,13,24,48,2,2,preview_black_alpha_128_and_separate_mask
185,rom-animation-table,-1,-1,0x1451,0x1C51,3,3,0,14,27,48,2,2,preview_black_alpha_128_and_separate_mask
186,rom-animation-table,-1,-1,0x1451,0x1C51,3,3,0,15,30,48,2,2,preview_black_alpha_128_and_separate_mask
187,rom-animation-table,-1,-1,0x145A,0x1C5A,3,3,0,12,0,51,2,2,preview_black_alpha_128_and_separate_mask
188,rom-animation-table,-1,-1,0x145A,0x1C5A,3,3,0,13,3,51,2,2,preview_black_alpha_128_and_separate_mask
189,rom-animation-table,-1,-1,0x145A,0x1C5A,3,3,0,14,6,51,2,2,preview_black_alpha_128_and_separate_mask
190,rom-animation-table,-1,-1,0x145A,0x1C5A,3,3,0,15,9,51,2,2,preview_black_alpha_128_and_separate_mask
191,rom-animation-table,-1,-1,0x1463,0x1C63,3,3,0,12,12,51,2,2,preview_black_alpha_128_and_separate_mask
192,rom-animation-table,-1,-1,0x1463,0x1C63,3,3,0,13,15,51,2,2,preview_black_alpha_128_and_separate_mask
193,rom-animation-table,-1,-1,0x1463,0x1C63,3,3,0,14,18,51,2,2,preview_black_alpha_128_and_separate_mask
194,rom-animation-table,-1,-1,0x1463,0x1C63,3,3,0,15,21,51,2,2,preview_black_alpha_128_and_separate_mask
195,rom-animation-table,-1,-1,0x146C,0x1C6C,3,3,0,12,24,51,2,2,preview_black_alpha_128_and_separate_mask
196,rom-animation-table,-1,-1,0x146C,0x1C6C,3,3,0,13,27,51,2,2,preview_black_alpha_128_and_separate_mask
197,rom-animation-table,-1,-1,0x146C,0x1C6C,3,3,0,14,30,51,2,2,preview_black_alpha_128_and_separate_mask
198,rom-animation-table,-1,-1,0x146C,0x1C6C,3,3,0,15,0,54,2,2,preview_black_alpha_128_and_separate_mask
199,rom-animation-table,-1,-1,0x1475,0x1C75,3,3,0,12,3,54,2,2,preview_black_alpha_128_and_separate_mask
200,rom-animation-table,-1,-1,0x1475,0x1C75,3,3,0,13,6,54,2,2,preview_black_alpha_128_and_separate_mask
201,rom-animation-table,-1,-1,0x1475,0x1C75,3,3,0,14,9,54,2,2,preview_black_alpha_128_and_separate_mask
202,rom-animation-table,-1,-1,0x1475,0x1C75,3,3,0,15,12,54,2,2,preview_black_alpha_128_and_separate_mask
203,rom-animation-table,-1,-1,0x15A2,0x1DA2,3,3,0,12,15,54,2,2,preview_black_alpha_128_and_separate_mask
204,rom-animation-table,-1,-1,0x15A2,0x1DA2,3,3,0,13,18,54,2,2,preview_black_alpha_128_and_separate_mask
205,rom-animation-table,-1,-1,0x15A2,0x1DA2,3,3,0,14,21,54,2,2,preview_black_alpha_128_and_separate_mask
206,rom-animation-table,-1,-1,0x15A2,0x1DA2,3,3,0,15,24,54,2,2,preview_black_alpha_128_and_separate_mask
207,rom-animation-table,-1,-1,0x15AB,0x1DAB,3,3,0,12,27,54,2,2,preview_black_alpha_128_and_separate_mask
208,rom-animation-table,-1,-1,0x15AB,0x1DAB,3,3,0,13,30,54,2,2,preview_black_alpha_128_and_separate_mask
209,rom-animation-table,-1,-1,0x15AB,0x1DAB,3,3,0,14,0,57,2,2,preview_black_alpha_128_and_separate_mask
210,rom-animation-table,-1,-1,0x15AB,0x1DAB,3,3,0,15,3,57,2,2,preview_black_alpha_128_and_separate_mask
211,rom-animation-table,-1,-1,0x15B4,0x1DB4,3,3,0,12,6,57,2,2,preview_black_alpha_128_and_separate_mask
212,rom-animation-table,-1,-1,0x15B4,0x1DB4,3,3,0,13,9,57,2,2,preview_black_alpha_128_and_separate_mask
213,rom-animation-table,-1,-1,0x15B4,0x1DB4,3,3,0,14,12,57,2,2,preview_black_alpha_128_and_separate_mask
214,rom-animation-table,-1,-1,0x15B4,0x1DB4,3,3,0,15,15,57,2,2,preview_black_alpha_128_and_separate_mask
215,rom-animation-table,-1,-1,0x15BD,0x1DBD,3,3,0,12,18,57,2,2,preview_black_alpha_128_and_separate_mask
216,rom-animation-table,-1,-1,0x15BD,0x1DBD,3,3,0,13,21,57,2,2,preview_black_alpha_128_and_separate_mask
217,rom-animation-table,-1,-1,0x15BD,0x1DBD,3,3,0,14,24,57,2,2,preview_black_alpha_128_and_separate_mask
218,rom-animation-table,-1,-1,0x15BD,0x1DBD,3,3,0,15,27,57,2,2,preview_black_alpha_128_and_separate_mask
219,rom-animation-table,-1,-1,0x15C6,0x1DC6,3,3,0,12,30,57,2,2,preview_black_alpha_128_and_separate_mask
220,rom-animation-table,-1,-1,0x15C6,0x1DC6,3,3,0,13,0,60,2,2,preview_black_alpha_128_and_separate_mask
221,rom-animation-table,-1,-1,0x15C6,0x1DC6,3,3,0,14,3,60,2,2,preview_black_alpha_128_and_separate_mask
