index,bank,raw,intensity,red,green,blue
63,alpha,0xffff,15,15,15,15
64,alpha,0x0000,0,0,0,0
65,alpha,0x0000,0,0,0,0
66,alpha,0x0000,0,0,0,0
67,alpha,0x0000,0,0,0,0
68,alpha,0x0000,0,0,0,0
69,alpha,0x0000,0,0,0,0
70,alpha,0x0000,0,0,0,0
71,alpha,0x0000,0,0,0,0
72,alpha,0x0000,0,0,0,0
73,alpha,0x0000,0,0,0,0
74,alpha,0x0000,0,0,0,0
75,alpha,0x0000,0,0,0,0
76,alpha,0x0000,0,0,0,0
77,alpha,0x0000,0,0,0,0
78,alpha,0x0000,0,0,0,0
79,alpha,0x0000,0,0,0,0
80,alpha,0x0000,0,0,0,0
81,alpha,0x0000,0,0,0,0
82,alpha,0x0000,0,0,0,0
83,alpha,0x0000,0,0,0,0
84,alpha,0x0000,0,0,0,0
85,alpha,0x0000,0,0,0,0
86,alpha,0x0000,0,0,0,0
87,alpha,0x0000,0,0,0,0
88,alpha,0x0000,0,0,0,0
89,alpha,0x0000,0,0,0,0
90,alpha,0x0000,0,0,0,0
91,alpha,0x0000,0,0,0,0
92,alpha,0x0000,0,0,0,0
93,alpha,0x0000,0,0,0,0
94,alpha,0x0000,0,0,0,0
95,alpha,0x0000,0,0,0,0
96,alpha,0x0000,0,0,0,0
97,alpha,0x0000,0,0,0,0
98,alpha,0x0000,0,0,0,0
99,alpha,0x0000,0,0,0,0
100,alpha,0x0000,0,0,0,0
101,alpha,0x0000,0,0,0,0
102,alpha,0x0000,0,0,0,0
103,alpha,0x0000,0,0,0,0
104,alpha,0x0000,0,0,0,0
105,alpha,0x0000,0,0,0,0
106,alpha,0x0000,0,0,0,0
107,alpha,0x0000,0,0,0,0
108,alpha,0x0000,0,0,0,0
109,alpha,0x0000,0,0,0,0
110,alpha,0x0000,0,0,0,0
111,alpha,0x0000,0,0,0,0
112,alpha,0x0000,0,0,0,0
113,alpha,0x0000,0,0,0,0
114,alpha,0x0000,0,0,0,0
115,alpha,0x0000,0,0,0,0
116,alpha,0x0000,0,0,0,0
117,alpha,0x0000,0,0,0,0
118,alpha,0x0000,0,0,0,0
119,alpha,0x0000,0,0,0,0
120,alpha,0x0000,0,0,0,0
121,alpha,0x0000,0,0,0,0
122,alpha,0x0000,0,0,0,0
123,alpha,0x0000,0,0,0,0
124,alpha,0x0000,0,0,0,0
125,alpha,0x0000,0,0,0,0
126,alpha,0x0000,0,0,0,0
127,alpha,0x0000,0,0,0,0
128,alpha,0x0000,0,0,0,0
129,alpha,0x0000,0,0,0,0
130,alpha,0x0000,0,0,0,0
131,alpha,0x0000,0,0,0,0
132,alpha,0x0000,0,0,0,0
133,alpha,0x0000,0,0,0,0
134,alpha,0x0000,0,0,0,0
135,alpha,0x0000,0,0,0,0
136,alpha,0x0000,0,0,0,0
137,alpha,0x0000,0,0,0,0
138,alpha,0x0000,0,0,0,0
139,alpha,0x0000,0,0,0,0
140,alpha,0x0000,0,0,0,0
141,alpha,0x0000,0,0,0,0
142,alpha,0x0000,0,0,0,0
143,alpha,0x0000,0,0,0,0
144,alpha,0x0000,0,0,0,0
145,alpha,0x0000,0,0,0,0
146,alpha,0x0000,0,0,0,0
147,alpha,0x0000,0,0,0,0
148,alpha,0x0000,0,0,0,0
149,alpha,0x0000,0,0,0,0
150,alpha,0x0000,0,0,0,0
151,alpha,0x0000,0,0,0,0
152,alpha,0x0000,0,0,0,0
153,alpha,0x0000,0,0,0,0
154,alpha,0x0000,0,0,0,0
155,alpha,0x0000,0,0,0,0
156,alpha,0x0000,0,0,0,0
157,alpha,0x0000,0,0,0,0
158,alpha,0x0000,0,0,0,0
159,alpha,0x0000,0,0,0,0
160,alpha,0x0000,0,0,0,0
161,alpha,0x0000,0,0,0,0
162,alpha,0x0000,0,0,0,0
163,alpha,0x0000,0,0,0,0
164,alpha,0x0000,0,0,0,0
165,alpha,0x0000,0,0,0,0
166,alpha,0x0000,0,0,0,0
167,alpha,0x0000,0,0,0,0
168,alpha,0x0000,0,0,0,0
169,alpha,0x0000,0,0,0,0
170,alpha,0x0000,0,0,0,0
171,alpha,0x0000,0,0,0,0
172,alpha,0x0000,0,0,0,0
173,alpha,0x0000,0,0,0,0
174,alpha,0x0000,0,0,0,0
175,alpha,0x0000,0,0,0,0
176,alpha,0x0000,0,0,0,0
177,alpha,0x0000,0,0,0,0
178,alpha,0x0000,0,0,0,0
179,alpha,0x0000,0,0,0,0
180,alpha,0x0000,0,0,0,0
181,alpha,0x0000,0,0,0,0
182,alpha,0x0000,0,0,0,0
183,alpha,0x0000,0,0,0,0
184,alpha,0x0000,0,0,0,0
185,alpha,0x0000,0,0,0,0
186,alpha,0x0000,0,0,0,0
187,alpha,0x0000,0,0,0,0
188,alpha,0x0000,0,0,0,0
189,alpha,0x0000,0,0,0,0
190,alpha,0x0000,0,0,0,0
191,alpha,0x0000,0,0,0,0
192,alpha,0x0000,0,0,0,0
193,alpha,0x0000,0,0,0,0
194,alpha,0x0000,0,0,0,0
195,alpha,0x0000,0,0,0,0
196,alpha,0x0000,0,0,0,0
197,alpha,0x0000,0,0,0,0
198,alpha,0x0000,0,0,0,0
199,alpha,0x0000,0,0,0,0
200,alpha,0x0000,0,0,0,0
201,alpha,0x0000,0,0,0,0
202,alpha,0x0000,0,0,0,0
203,alpha,0x0000,0,0,0,0
204,alpha,0x0000,0,0,0,0
205,alpha,0x0000,0,0,0,0
206,alpha,0x0000,0,0,0,0
207,alpha,0x0000,0,0,0,0
208,alpha,0x0000,0,0,0,0
209,alpha,0x0000,0,0,0,0
210,alpha,0x0000,0,0,0,0
211,alpha,0x0000,0,0,0,0
212,alpha,0x0000,0,0,0,0
213,alpha,0x0000,0,0,0,0
214,alpha,0x0000,0,0,0,0
215,alpha,0x0000,0,0,0,0
216,alpha,0x0000,0,0,0,0
217,alpha,0x0000,0,0,0,0
218,alpha,0x0000,0,0,0,0
219,alpha,0x0000,0,0,0,0
220,alpha,0x0000,0,0,0,0
221,alpha,0x0000,0,0,0,0
222,alpha,0x0000,0,0,0,0
223,alpha,0x0000,0,0,0,0
224,alpha,0x0000,0,0,0,0
225,alpha,0x0000,0,0,0,0
226,alpha,0x0000,0,0,0,0
227,alpha,0x0000,0,0,0,0
228,alpha,0x0000,0,0,0,0
229,alpha,0x0000,0,0,0,0
230,alpha,0x0000,0,0,0,0
231,alpha,0x0000,0,0,0,0
232,alpha,0x0000,0,0,0,0
233,alpha,0x0000,0,0,0,0
234,alpha,0x0000,0,0,0,0
235,alpha,0x0000,0,0,0,0
236,alpha,0x0000,0,0,0,0
237,alpha,0x0000,0,0,0,0
238,alpha,0x0000,0,0,0,0
239,alpha,0x0000,0,0,0,0
240,alpha,0x0000,0,0,0,0
241,alpha,0x0000,0,0,0,0
242,alpha,0x0000,0,0,0,0
243,alpha,0x0000,0,0,0,0
244,alpha,0x0000,0,0,0,0
245,alpha,0x0000,0,0,0,0
246,alpha,0x0000,0,0,0,0
247,alpha,0x0000,0,0,0,0
248,alpha,0x0000,0,0,0,0
249,alpha,0x0000,0,0,0,0
250,alpha,0x0000,0,0,0,0
251,alpha,0x0000,0,0,0,0
252,alpha,0x0000,0,0,0,0
253,alpha,0x0000,0,0,0,0
254,alpha,0x0000,0,0,0,0
255,alpha,0x0000,0,0,0,0
256,motion_object,0x0000,0,0,0,0
257,motion_object,0x0000,0,0,0,0
258,motion_object,0x988f,9,8,8,15
259,motion_object,0xa99f,10,9,9,15
260,motion_object,0xc99f,12,9,9,15
261,motion_object,0xfbbf,15,11,11,15
262,motion_object,0xa888,10,8,8,8
263,motion_object,0x0000,0,0,0,0
264,motion_object,0x9999,9,9,9,9
265,motion_object,0x7f8f,7,15,8,15
266,motion_object,0x711f,7,1,1,15
267,motion_object,0x5f93,5,15,9,3
268,motion_object,0x6f84,6,15,8,4
269,motion_object,0xef86,14,15,8,6
270,motion_object,0xf0f0,15,0,15,0
271,motion_object,0xffbb,15,15,11,11
272,motion_object,0x0000,0,0,0,0
273,motion_object,0x0000,0,0,0,0
274,motion_object,0x7f84,7,15,8,4
275,motion_object,0x8f85,8,15,8,5
276,motion_object,0xaf83,10,15,8,3
277,motion_object,0x40f7,4,0,15,7
278,motion_object,0xff20,15,15,2,0
279,motion_object,0xff82,15,15,8,2
280,motion_object,0xffc0,15,15,12,0
281,motion_object,0xffff,15,15,15,15
282,motion_object,0x5f50,5,15,5,0
283,motion_object,0x81f8,8,1,15,8
284,motion_object,0xef88,14,15,8,8
285,motion_object,0xd79f,13,7,9,15
286,motion_object,0xa17f,10,1,7,15
287,motion_object,0xa00f,10,0,0,15
288,motion_object,0x0000,0,0,0,0
289,motion_object,0x0000,0,0,0,0
290,motion_object,0x0000,0,0,0,0
291,motion_object,0x2fff,2,15,15,15
292,motion_object,0x4eef,4,14,14,15
293,motion_object,0x5eef,5,14,14,15
294,motion_object,0x6fff,6,15,15,15
295,motion_object,0x6fff,6,15,15,15
296,motion_object,0x8fff,8,15,15,15
297,motion_object,0x0000,0,0,0,0
298,motion_object,0x8fff,8,15,15,15
299,motion_object,0x6f6f,6,15,6,15
300,motion_object,0xaf9f,10,15,9,15
301,motion_object,0x5f99,5,15,9,9
302,motion_object,0x5f65,5,15,6,5
303,motion_object,0x6f33,6,15,3,3
304,motion_object,0x0000,0,0,0,0
305,motion_object,0x0000,0,0,0,0
306,motion_object,0xffff,15,15,15,15
307,motion_object,0x3fff,3,15,15,15
308,motion_object,0x6eef,6,14,14,15
309,motion_object,0x7eef,7,14,14,15
310,motion_object,0x8fff,8,15,15,15
311,motion_object,0x9fff,9,15,15,15
312,motion_object,0xbfff,11,15,15,15
313,motion_object,0x0000,0,0,0,0
314,motion_object,0xffff,15,15,15,15
315,motion_object,0x9f6f,9,15,6,15
316,motion_object,0xcf9f,12,15,9,15
317,motion_object,0x6f99,6,15,9,9
318,motion_object,0x6f65,6,15,6,5
319,motion_object,0x8f33,8,15,3,3
320,motion_object,0x0000,0,0,0,0
321,motion_object,0x0000,0,0,0,0
322,motion_object,0xff00,15,15,0,0
323,motion_object,0x5fff,5,15,15,15
324,motion_object,0x8eef,8,14,14,15
325,motion_object,0xaeef,10,14,14,15
326,motion_object,0xcfff,12,15,15,15
327,motion_object,0xdfff,13,15,15,15
328,motion_object,0xffff,15,15,15,15
329,motion_object,0x0000,0,0,0,0
330,motion_object,0xff00,15,15,0,0
331,motion_object,0xff6f,15,15,6,15
332,motion_object,0xff9f,15,15,9,15
333,motion_object,0x9f99,9,15,9,9
334,motion_object,0x6f65,6,15,6,5
335,motion_object,0xcf33,12,15,3,3
336,motion_object,0x0000,0,0,0,0
337,motion_object,0x0000,0,0,0,0
338,motion_object,0x6abf,6,10,11,15
339,motion_object,0x8bbf,8,11,11,15
340,motion_object,0xbaaf,11,10,10,15
341,motion_object,0xdcbf,13,12,11,15
342,motion_object,0xfddf,15,13,13,15
343,motion_object,0xffff,15,15,15,15
344,motion_object,0x5f77,5,15,7,7
345,motion_object,0x6f99,6,15,9,9
346,motion_object,0x8faa,8,15,10,10
347,motion_object,0x9fbb,9,15,11,11
348,motion_object,0xafcc,10,15,12,12
349,motion_object,0xcfdd,12,15,13,13
350,motion_object,0x5bbf,5,11,11,15
351,motion_object,0xff00,15,15,0,0
352,motion_object,0x0000,0,0,0,0
353,motion_object,0x0000,0,0,0,0
354,motion_object,0x2fc5,2,15,12,5
355,motion_object,0x5f84,5,15,8,4
356,motion_object,0x5f96,5,15,9,6
357,motion_object,0x6f86,6,15,8,6
358,motion_object,0xafc0,10,15,12,0
359,motion_object,0x6fb1,6,15,11,1
360,motion_object,0x6f9a,6,15,9,10
361,motion_object,0x6f30,6,15,3,0
362,motion_object,0x8f00,8,15,0,0
363,motion_object,0x6f55,6,15,5,5
364,motion_object,0x1f19,1,15,1,9
365,motion_object,0x4f00,4,15,0,0
366,motion_object,0x6f11,6,15,1,1
367,motion_object,0xafff,10,15,15,15
368,motion_object,0x0000,0,0,0,0
369,motion_object,0x0000,0,0,0,0
370,motion_object,0x3fc5,3,15,12,5
371,motion_object,0x7f84,7,15,8,4
372,motion_object,0x7f96,7,15,9,6
373,motion_object,0x8f86,8,15,8,6
374,motion_object,0xcfc0,12,15,12,0
375,motion_object,0x9fb1,9,15,11,1
376,motion_object,0x9f9a,9,15,9,10
377,motion_object,0x9f30,9,15,3,0
378,motion_object,0xcf00,12,15,0,0
379,motion_object,0x9f55,9,15,5,5
380,motion_object,0x2f19,2,15,1,9
381,motion_object,0x6f00,6,15,0,0
382,motion_object,0x8f11,8,15,1,1
383,motion_object,0xcfff,12,15,15,15
384,motion_object,0x0000,0,0,0,0
385,motion_object,0x0000,0,0,0,0
386,motion_object,0x4fc5,4,15,12,5
387,motion_object,0x9f84,9,15,8,4
388,motion_object,0xbf96,11,15,9,6
389,motion_object,0xdf86,13,15,8,6
390,motion_object,0xffc0,15,15,12,0
391,motion_object,0xffb1,15,15,11,1
392,motion_object,0xff9a,15,15,9,10
393,motion_object,0xff30,15,15,3,0
394,motion_object,0xff00,15,15,0,0
395,motion_object,0xff55,15,15,5,5
396,motion_object,0x3f19,3,15,1,9
397,motion_object,0x9f00,9,15,0,0
398,motion_object,0xdf11,13,15,1,1
399,motion_object,0xffff,15,15,15,15
400,motion_object,0x0000,0,0,0,0
401,motion_object,0x0000,0,0,0,0
402,motion_object,0x0000,0,0,0,0
403,motion_object,0x0000,0,0,0,0
404,motion_object,0x9f9a,9,15,9,10
405,motion_object,0xaf9a,10,15,9,10
406,motion_object,0x2909,2,9,0,9
407,motion_object,0x6a08,6,10,0,8
408,motion_object,0x9806,9,8,0,6
409,motion_object,0x8888,8,8,8,8
410,motion_object,0x9ccf,9,12,12,15
411,motion_object,0x4f33,4,15,3,3
412,motion_object,0x5f89,5,15,8,9
413,motion_object,0x7f83,7,15,8,3
414,motion_object,0xbf94,11,15,9,4
415,motion_object,0x9f11,9,15,1,1
416,motion_object,0x0000,0,0,0,0
417,motion_object,0x0000,0,0,0,0
418,motion_object,0xffff,15,15,15,15
419,motion_object,0x0000,0,0,0,0
420,motion_object,0x9f9a,9,15,9,10
421,motion_object,0xcf9a,12,15,9,10
422,motion_object,0x4909,4,9,0,9
423,motion_object,0x9a08,9,10,0,8
424,motion_object,0xc806,12,8,0,6
425,motion_object,0x8888,8,8,8,8
426,motion_object,0xaccf,10,12,12,15
427,motion_object,0x5f33,5,15,3,3
428,motion_object,0x6f89,6,15,8,9
429,motion_object,0x7f83,7,15,8,3
430,motion_object,0xbf94,11,15,9,4
431,motion_object,0xbf11,11,15,1,1
432,motion_object,0x0000,0,0,0,0
433,motion_object,0x0000,0,0,0,0
434,motion_object,0xff00,15,15,0,0
435,motion_object,0x0000,0,0,0,0
436,motion_object,0x9f9a,9,15,9,10
437,motion_object,0xef9a,14,15,9,10
438,motion_object,0x6909,6,9,0,9
439,motion_object,0xca08,12,10,0,8
440,motion_object,0xf806,15,8,0,6
441,motion_object,0x8888,8,8,8,8
442,motion_object,0xbccf,11,12,12,15
443,motion_object,0x6f33,6,15,3,3
444,motion_object,0x7f89,7,15,8,9
445,motion_object,0x7f83,7,15,8,3
446,motion_object,0xbf94,11,15,9,4
447,motion_object,0xdf11,13,15,1,1
448,motion_object,0x0000,0,0,0,0
449,motion_object,0x0000,0,0,0,0
450,motion_object,0x8f34,8,15,3,4
451,motion_object,0xaf54,10,15,5,4
452,motion_object,0xbf96,11,15,9,6
453,motion_object,0xbf96,11,15,9,6
454,motion_object,0xbfb6,11,15,11,6
455,motion_object,0x6f99,6,15,9,9
456,motion_object,0xff9a,15,15,9,10
457,motion_object,0xbf00,11,15,0,0
458,motion_object,0xff30,15,15,3,0
459,motion_object,0xffb3,15,15,11,3
460,motion_object,0x6f45,6,15,4,5
461,motion_object,0x9f77,9,15,7,7
462,motion_object,0xf6ff,15,6,15,15
463,motion_object,0xffff,15,15,15,15
464,motion_object,0x0000,0,0,0,0
465,motion_object,0x0000,0,0,0,0
466,motion_object,0x6f93,6,15,9,3
467,motion_object,0x9f84,9,15,8,4
468,motion_object,0xcf83,12,15,8,3
469,motion_object,0xff66,15,15,6,6
470,motion_object,0xcfc8,12,15,12,8
471,motion_object,0x8fbc,8,15,11,12
472,motion_object,0xff9a,15,15,9,10
473,motion_object,0xf25f,15,2,5,15
474,motion_object,0xf48f,15,4,8,15
475,motion_object,0xf8bf,15,8,11,15
476,motion_object,0x700f,7,0,0,15
477,motion_object,0xdfff,13,15,15,15
478,motion_object,0xd111,13,1,1,1
479,motion_object,0xffff,15,15,15,15
480,motion_object,0x0000,0,0,0,0
481,motion_object,0x0000,0,0,0,0
482,motion_object,0x6f93,6,15,9,3
483,motion_object,0x9f84,9,15,8,4
484,motion_object,0xdf86,13,15,8,6
485,motion_object,0xff9a,15,15,9,10
486,motion_object,0x9fd9,9,15,13,9
487,motion_object,0xcfc8,12,15,12,8
488,motion_object,0xfff6,15,15,15,6
489,motion_object,0xdfff,13,15,15,15
490,motion_object,0xffff,15,15,15,15
491,motion_object,0x0000,0,0,0,0
492,motion_object,0x0000,0,0,0,0
493,motion_object,0x0000,0,0,0,0
494,motion_object,0x7f43,7,15,4,3
495,motion_object,0x0000,0,0,0,0
496,motion_object,0x0000,0,0,0,0
497,motion_object,0x0000,0,0,0,0
498,motion_object,0x6f93,6,15,9,3
499,motion_object,0x9f84,9,15,8,4
500,motion_object,0xdf86,13,15,8,6
501,motion_object,0xff9a,15,15,9,10
502,motion_object,0x9fd9,9,15,13,9
503,motion_object,0xcfc8,12,15,12,8
504,motion_object,0xfff6,15,15,15,6
505,motion_object,0xdfff,13,15,15,15
506,motion_object,0xffff,15,15,15,15
507,motion_object,0x60f1,6,0,15,1
508,motion_object,0x90f0,9,0,15,0
509,motion_object,0xc0f6,12,0,15,6
510,motion_object,0x7f43,7,15,4,3
511,motion_object,0x4a8f,4,10,8,15
512,playfield,0x0000,0,0,0,0
513,playfield,0x0000,0,0,0,0
514,playfield,0x2631,2,6,3,1
515,playfield,0x5631,5,6,3,1
516,playfield,0x8631,8,6,3,1
517,playfield,0x8643,8,6,4,3
518,playfield,0x8654,8,6,5,4
519,playfield,0x8876,8,8,7,6
520,playfield,0x1333,1,3,3,3
521,playfield,0x0223,0,2,2,3
522,playfield,0x3324,3,3,2,4
523,playfield,0x8334,8,3,3,4
524,playfield,0x5334,5,3,3,4
525,playfield,0x5445,5,4,4,5
526,playfield,0x7445,7,4,4,5
527,playfield,0x8445,8,4,4,5
528,playfield,0x8410,8,4,1,0
529,playfield,0x8010,8,0,1,0
530,playfield,0x8110,8,1,1,0
531,playfield,0x8322,8,3,2,2
532,playfield,0x4520,4,5,2,0
533,playfield,0x0000,0,0,0,0
534,playfield,0x8531,8,5,3,1
535,playfield,0x8731,8,7,3,1
536,playfield,0x8c63,8,12,6,3
537,playfield,0x8840,8,8,4,0
538,playfield,0x8d84,8,13,8,4
539,playfield,0x8335,8,3,3,5
540,playfield,0x8246,8,2,4,6
541,playfield,0x8158,8,1,5,8
542,playfield,0x826a,8,2,6,10
543,playfield,0x837b,8,3,7,11
544,playfield,0x0000,0,0,0,0
545,playfield,0x0000,0,0,0,0
546,playfield,0x0000,0,0,0,0
547,playfield,0x0000,0,0,0,0
548,playfield,0x1f00,1,15,0,0
549,playfield,0x5f20,5,15,2,0
550,playfield,0x8f20,8,15,2,0
551,playfield,0x7fff,7,15,15,15
552,playfield,0x1f00,1,15,0,0
553,playfield,0x5f21,5,15,2,1
554,playfield,0x8f76,8,15,7,6
555,playfield,0x8f98,8,15,9,8
556,playfield,0x8fdd,8,15,13,13
557,playfield,0x8fff,8,15,15,15
558,playfield,0x0000,0,0,0,0
559,playfield,0x0000,0,0,0,0
560,playfield,0x0000,0,0,0,0
561,playfield,0x0000,0,0,0,0
562,playfield,0x2631,2,6,3,1
563,playfield,0x5631,5,6,3,1
564,playfield,0x8631,8,6,3,1
565,playfield,0x8643,8,6,4,3
566,playfield,0x8654,8,6,5,4
567,playfield,0x8876,8,8,7,6
568,playfield,0x1333,1,3,3,3
569,playfield,0x0223,0,2,2,3
570,playfield,0x3324,3,3,2,4
571,playfield,0x8334,8,3,3,4
572,playfield,0x5334,5,3,3,4
573,playfield,0x5445,5,4,4,5
574,playfield,0x7445,7,4,4,5
575,playfield,0x8445,8,4,4,5
576,playfield,0x8410,8,4,1,0
577,playfield,0x8010,8,0,1,0
578,playfield,0x8110,8,1,1,0
579,playfield,0x8322,8,3,2,2
580,playfield,0x4520,4,5,2,0
581,playfield,0x0000,0,0,0,0
582,playfield,0x8531,8,5,3,1
583,playfield,0x8731,8,7,3,1
584,playfield,0x8c63,8,12,6,3
585,playfield,0x8840,8,8,4,0
586,playfield,0x8d84,8,13,8,4
587,playfield,0x8335,8,3,3,5
588,playfield,0x8246,8,2,4,6
589,playfield,0x8158,8,1,5,8
590,playfield,0x826a,8,2,6,10
591,playfield,0x837b,8,3,7,11
592,playfield,0x0410,0,4,1,0
593,playfield,0x0010,0,0,1,0
594,playfield,0x0110,0,1,1,0
595,playfield,0x0322,0,3,2,2
596,playfield,0x0000,0,0,0,0
597,playfield,0x0000,0,0,0,0
598,playfield,0x0531,0,5,3,1
599,playfield,0x0731,0,7,3,1
600,playfield,0x0c63,0,12,6,3
601,playfield,0x0840,0,8,4,0
602,playfield,0x0d84,0,13,8,4
603,playfield,0x0335,0,3,3,5
604,playfield,0x0246,0,2,4,6
605,playfield,0x0158,0,1,5,8
606,playfield,0x026a,0,2,6,10
607,playfield,0x037b,0,3,7,11
608,playfield,0x3410,3,4,1,0
609,playfield,0x3010,3,0,1,0
610,playfield,0x3110,3,1,1,0
611,playfield,0x3322,3,3,2,2
612,playfield,0x0000,0,0,0,0
613,playfield,0x0000,0,0,0,0
614,playfield,0x3531,3,5,3,1
615,playfield,0x3731,3,7,3,1
616,playfield,0x3c63,3,12,6,3
617,playfield,0x3840,3,8,4,0
618,playfield,0x3d84,3,13,8,4
619,playfield,0x3335,3,3,3,5
620,playfield,0x3246,3,2,4,6
621,playfield,0x3158,3,1,5,8
622,playfield,0x326a,3,2,6,10
623,playfield,0x337b,3,3,7,11
624,playfield,0x8410,8,4,1,0
625,playfield,0x8010,8,0,1,0
626,playfield,0x8110,8,1,1,0
627,playfield,0x8322,8,3,2,2
628,playfield,0x4520,4,5,2,0
629,playfield,0x0000,0,0,0,0
630,playfield,0x8531,8,5,3,1
631,playfield,0x8731,8,7,3,1
632,playfield,0x8c63,8,12,6,3
633,playfield,0x8840,8,8,4,0
634,playfield,0x8d84,8,13,8,4
635,playfield,0x8335,8,3,3,5
636,playfield,0x8246,8,2,4,6
637,playfield,0x8158,8,1,5,8
638,playfield,0x826a,8,2,6,10
639,playfield,0x837b,8,3,7,11
640,playfield,0x0000,0,0,0,0
641,playfield,0x6631,6,6,3,1
642,playfield,0x9631,9,6,3,1
643,playfield,0xc631,12,6,3,1
644,playfield,0xf631,15,6,3,1
645,playfield,0xf643,15,6,4,3
646,playfield,0xf654,15,6,5,4
647,playfield,0xf876,15,8,7,6
648,playfield,0x8333,8,3,3,3
649,playfield,0x7223,7,2,2,3
650,playfield,0xa324,10,3,2,4
651,playfield,0xf334,15,3,3,4
652,playfield,0xc334,12,3,3,4
653,playfield,0xc445,12,4,4,5
654,playfield,0xe445,14,4,4,5
655,playfield,0xf445,15,4,4,5
656,playfield,0xf410,15,4,1,0
657,playfield,0xf010,15,0,1,0
658,playfield,0xf110,15,1,1,0
659,playfield,0xf322,15,3,2,2
660,playfield,0xb520,11,5,2,0
661,playfield,0x4531,4,5,3,1
662,playfield,0xf531,15,5,3,1
663,playfield,0xf731,15,7,3,1
664,playfield,0xfc63,15,12,6,3
665,playfield,0xf840,15,8,4,0
666,playfield,0xfd84,15,13,8,4
667,playfield,0xf335,15,3,3,5
668,playfield,0xf246,15,2,4,6
669,playfield,0xf158,15,1,5,8
670,playfield,0xf26a,15,2,6,10
671,playfield,0xf37b,15,3,7,11
672,playfield,0x0000,0,0,0,0
673,playfield,0x0000,0,0,0,0
674,playfield,0x4fec,4,15,14,12
675,playfield,0x5f00,5,15,0,0
676,playfield,0x8f00,8,15,0,0
677,playfield,0xcf20,12,15,2,0
678,playfield,0xff20,15,15,2,0
679,playfield,0xefff,14,15,15,15
680,playfield,0x8f00,8,15,0,0
681,playfield,0x8f00,8,15,0,0
682,playfield,0x8f00,8,15,0,0
683,playfield,0xcf21,12,15,2,1
684,playfield,0xff76,15,15,7,6
685,playfield,0xff98,15,15,9,8
686,playfield,0x0000,0,0,0,0
687,playfield,0x0000,0,0,0,0
688,playfield,0x0000,0,0,0,0
689,playfield,0x6631,6,6,3,1
690,playfield,0x9631,9,6,3,1
691,playfield,0xc631,12,6,3,1
692,playfield,0xf631,15,6,3,1
693,playfield,0xf643,15,6,4,3
694,playfield,0xf654,15,6,5,4
695,playfield,0xf876,15,8,7,6
696,playfield,0xc333,12,3,3,3
697,playfield,0x7223,7,2,2,3
698,playfield,0xa324,10,3,2,4
699,playfield,0xf334,15,3,3,4
700,playfield,0xc334,12,3,3,4
701,playfield,0xc445,12,4,4,5
702,playfield,0xe445,14,4,4,5
703,playfield,0xc445,12,4,4,5
704,playfield,0xf410,15,4,1,0
705,playfield,0xf010,15,0,1,0
706,playfield,0xf110,15,1,1,0
