ATARI GAUNTLET II LEVEL INDEX

TOTAL: 117
NORMAL: 117
DEMO_ATTRACT: 0
TREASURE_ROOMS: 0

FILE                         ID   BANK  POINTER   PACKED  HEADER_00_0D
level-058.txt                 57     1  039966     227  110000800243480D410EAE
level-059.txt                 58     1  039A55     238  0100001000813F525D5A41
level-060.txt                 59     1  039B4F     264  01020000002C00069D416E
level-061.txt                 60     1  039C63     289  0B00108040712C5D850E81
level-062.txt                 61     1  039D90     285  0C00008020000F0D450E5D
level-063.txt                 62     1  039EB9     285  0A00000020005D9D852E5E
level-064.txt                 63     2  038000     368  0C0000000031BF0D9C0E85
level-065.txt                 64     2  03817C     268  0400608800720E48490712
level-066.txt                 65     2  038294     226  02000000004470126E5EA4
level-067.txt                 66     2  038382     333  0D0000000674D54569076E
level-068.txt                 67     2  0384DB     210  090020000018F0756E1C0E
level-069.txt                 68     2  0385B9     284  030000002002A46E5D0789
level-070.txt                 69     2  0386E1     222  0B0000807801005D60996E
level-071.txt                 70     2  0387CB     347  0600000020509E6E9D5CA8
level-072.txt                 71     2  038932     263  060000804002348341855A
level-073.txt                 72     2  038A45     279  010020000044EC81BE0E5D
level-074.txt                 73     2  038B68     416  04000000042BF0457E0998
level-075.txt                 74     2  038D14     405  0700004030319F0D454841
level-076.txt                 75     2  038EB5     284  0100000030608C596E7E4C
level-077.txt                 76     2  038FDD     270  0D00000028513A48590E9D
level-078.txt                 77     2  0390F7     337  0B007F8B4020D845595C9D
level-079.txt                 78     2  039254     251  09011A00048411498B0807
level-080.txt                 79     2  03935B     261  0A0000002856005C436E5F
level-081.txt                 80     2  03946C     383  0200000026623249857F47
level-082.txt                 81     2  0395F7     390  0C0000002041A30D410EF5
level-083.txt                 82     2  039789     386  0700000020337E9C6E090E
level-084.txt                 83     2  039917     268  010012000060077E7F559A
level-085.txt                 84     2  039A2F     262  0800010008818F41550799
level-086.txt                 85     2  039B41     233  07000200002EA00DAE415D
level-087.txt                 86     2  039C36     305  03000000005104AE480E9C
level-088.txt                 87     2  039D73     302  10000000202CC6B56E0E99
level-089.txt                 88     2  039EAD     282  080000110050CE5FBFB543
level-090.txt                 89     3  038000     290  0F0000000016100D410EAE
level-091.txt                 90     3  03812E     343  0900002000417A47750E88
level-092.txt                 91     3  038291     259  0A0020080022D2AE835D6F
level-093.txt                 92     3  0383A0     267  0C2060A00231190D6E0E47
level-094.txt                 93     3  0384B7     227  0A80000030121E0D430E9E
level-095.txt                 94     3  0385A6     233  100000540071539D470E5E
level-096.txt                 95     3  03869B     223  02000000292CC06E5D5C81
level-097.txt                 96     3  038786     273  0D8000040521CE07090E08
level-098.txt                 97     3  0388A3     325  0C0000000200E1AEB50E4D
level-099.txt                 98     3  0389F4     278  0E00000020047C069C0EAE
level-100.txt                 99     3  038B16     285  0901000020544C9ABF755D
level-101.txt                100     3  038C3F     234  058080000000000D470E35
level-102.txt                101     3  038D35     177  040000840063CE06129D43
level-103.txt                102     3  038DF2     110  0022200000126D06590E6E
level-104.txt                103     3  038E6C      89  000000000021D22E757F41
level-105.txt                104     3  038ED1     205  0E0000882061956E904849
level-106.txt                105     3  038FAA     203  0F0000880061956E470809
level-107.txt                106     3  039081     206  060000400061956E90444F
level-108.txt                107     3  03915B     202  0E00009000619507AE4849
level-109.txt                108     3  039231     487  0F000081246195EE85874C
level-110.txt                109     3  039424     352  0E0000A0006195EE508889
level-111.txt                110     3  039590     377  0600008020619541AE8590
level-112.txt                111     3  039715     357  0F000080206195AE457E4F
level-113.txt                112     3  039886     349  060000880061956E900649
level-114.txt                113     3  0399EF     462  060000800061956E459087
level-115.txt                114     3  039BC9     340  0E8000800461956E450948
level-116.txt                115     3  039D29     275  000000000031DA434D0E41
level-117.txt                116     3  039E48     412  000000080031DA474E0548

ROM records 0..116 are the 117 non-null entries in the protected directory.
Each listed TXT file has a same-named 512x512 PNG when PNG output is enabled.
