ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-104-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 58

0000 0001 0002 0002 0003 0004 0002 0002 0002 0002 0002 0002 0002 0002 0005 0002 0002 0002 0002 0002 0002 0002 0002 0000 0001 0002 0002 0002 0002 0002 0002 0002
0016 0017 000A 000B 0008 0009 000A 000B 0006 0017 000A 000B 0010 0011 0012 0013 0008 0009 000A 000B 0008 0009 000A 0006 001C 0009 0006 0007 0008 0018 0002 0002
0006 001C 0009 000A 000B 0008 0009 000A 0006 001C 0009 000A 0018 0002 0019 000F 000B 0008 0009 000A 000B 0008 0009 0006 0007 0008 0006 000F 000B 0008 0009 000A
0006 0007 0008 0009 000A 000B 0008 0009 0006 0007 0008 0009 000A 000B 0006 001D 0022 000B 0008 0009 000A 000B 0008 0006 000F 000B 0006 001D 0012 001E 001F 0009
0006 000F 000B 0008 0009 000A 000B 0008 0006 000F 000B 0008 0014 0022 0023 0019 001D 0022 000B 0008 0009 000A 000B 0006 0017 000A 002B 0001 0002 0025 0026 0008
0006 0017 000A 000B 0008 0009 000A 000B 0006 0017 000A 000B 0027 0017 000A 0023 0019 001D 0022 000B 0008 0009 000A 0006 001C 0009 0006 0007 0008 0009 000A 000B
000E 001C 0009 000A 000B 0008 0009 000A 0006 002A 0011 0012 000E 002A 002E 000A 0023 0019 001D 0022 000B 0008 0009 0006 0007 0008 0006 000F 000B 0010 0011 0012
0016 0007 0008 0009 000A 000B 0008 0009 002B 0001 0002 0002 0005 0019 002A 002E 000A 0023 0019 001D 0022 000B 0008 0006 000F 000B 0006 0017 000A 0018 0002 0002
0006 000F 000B 0008 0009 000A 000B 0008 0006 000F 000B 0008 0009 0023 0019 002A 002E 000A 0023 0019 001D 0022 000B 0006 0017 000A 0006 001C 0009 000A 000B 0008
0006 0017 000A 000B 0008 0009 000A 000B 0006 0017 000A 000C 001F 0009 0023 0019 002A 002E 000A 0023 0019 001D 0022 0006 001C 0009 0006 0029 000D 0011 0022 000B
0006 001C 0009 000A 000B 0008 0009 000A 0006 001C 0009 0027 0007 0008 0009 0023 0019 002A 002E 000A 0023 0019 001D 000E 0007 0008 002B 0001 0002 0025 002C 000A
0006 0007 0008 0009 000A 000B 0008 0009 0006 0007 0008 0006 000F 000B 0008 0009 0023 0019 002A 002E 000A 0023 002F 0030 000F 000B 0006 0017 000A 000B 0008 0009
000E 0031 001E 000D 002E 000A 000B 0008 0006 0031 001E 000E 0017 000A 000B 0008 0009 0023 0019 002A 002E 000A 0032 0033 0017 000A 0006 001C 0009 002D 001E 000D
0000 0001 0002 0025 0021 0009 000A 000B 0023 0002 0002 0020 0021 0009 000A 000B 0008 0009 0023 0019 002A 002E 000A 0034 0021 0009 0006 0007 0008 0018 0002 0002
0006 001C 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 0023 0019 001C 0009 000A 000B 0008 0006 000F 000B 0008 0009 0035
000E 0007 0008 0009 000A 000C 000D 0011 0012 001E 000D 0011 0012 001E 000D 0011 0012 001E 000D 0011 000E 0029 000D 0011 0012 001E 000E 001D 0012 001E 000D 0011
0016 000F 000B 0008 0009 0018 0002 0024 0001 0002 0002 0002 0002 0002 0002 0002 0024 0001 0002 0002 0005 0002 0002 0002 0002 0002 0000 0001 0002 0002 0002 0002
0006 0017 000A 000B 0008 0009 000A 0006 002A 002E 000A 000B 0008 0009 000A 000B 0006 001D 0022 000B 0008 0009 000A 000B 0008 0009 0006 0007 0008 0009 000A 000B
0006 001C 0009 000A 000C 001F 0009 0023 0019 002A 002E 000A 000C 000D 002E 000A 0023 0019 001D 0022 000B 0010 0011 0022 000B 0008 0006 000F 000B 0008 0009 000A
0006 0007 0008 0009 0027 0029 001F 0009 0023 0025 0021 0009 0018 0019 002A 002E 000A 0023 0025 002C 000A 0018 0019 001D 0022 000B 0006 0017 000A 000B 0008 0009
0006 000F 000B 0008 0036 0037 0007 0008 0009 000A 000B 0008 0009 0023 0019 001C 0009 000A 000B 0008 0009 000A 0023 0019 0017 000A 0034 0021 0009 000A 000B 0008
000E 001D 0012 001E 0038 0039 0031 001E 000D 0011 0012 001E 000D 0011 000E 0029 000D 0011 0012 001E 000D 0011 0012 000E 002A 0011 0012 001E 000D 0011 0012 001E
