ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-054-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 67

0000 0001 0002 0002 0002 0002 0003 0001 0002 0002 0002 0004 0002 0002 0000 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0003 0005 0003 0005 0003 0005 0002
0000 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 001D 000C 000A 000B 0006 000C 000A 000B 0008 0009 0019 001F 000F 001F 0011 001F 000F 0020
0014 0015 000B 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 0006 0018 0009 000A 0006 0018 0009 000A 000B 0016 001F 0011 001C 0013 001B 0011 001F 000F
001D 002E 002F 0030 0028 0025 002F 0030 0028 0025 002F 0030 0028 0034 0014 0007 0008 0009 0006 0007 0008 0009 0019 001F 000F 001C 0011 001A 0016 001F 0011 0020
0035 0001 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 001D 0015 000B 0008 0006 0015 000B 0016 001F 0011 001C 000F 001F 0011 001F 000F 001F 0021
0006 0007 0008 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 000B 0006 000C 000A 000B 0006 000C 0019 001F 000F 001C 0021 001B 000F 001C 0011 001F 0013 0009
0006 0015 000B 0008 003A 002F 0030 0028 0025 002F 0030 0028 0025 0034 0014 0018 0009 000A 000E 000F 001F 0011 001C 000F 0017 0019 001C 000F 001C 0021 000B 0008
0006 000C 000A 000B 003B 0001 0002 0002 0002 0002 0002 003C 0001 0002 001D 0007 0008 0009 0019 001F 000F 001C 0011 001F 000F 001C 0011 001F 0013 0009 000A 000B
0006 0018 0009 000A 0006 0018 0009 000A 0027 003D 0009 0006 0007 0008 0006 0015 000B 0008 001E 0033 001F 000F 001C 0011 001C 000F 001F 0021 000B 0008 0009 000A
0014 0007 0008 0009 0006 0007 0008 0009 001E 0007 0008 0006 0015 000B 0006 000C 000A 000B 0035 0036 0011 001F 000F 001C 0011 001F 0013 0009 000A 000B 0008 003A
001D 0015 000B 0008 0006 0015 000B 0008 0006 0015 000B 000E 003E 000A 0006 0018 0009 000A 0006 0018 001B 0011 001F 000F 001F 0021 000B 0008 0009 000A 0027 0020
0014 000C 000A 000B 0006 000C 000A 000B 0006 000C 000A 000B 0008 0009 0006 0007 0008 0009 0006 0007 0008 001B 0011 001F 0013 0009 000A 000B 0008 003A 001C 003F
001D 0018 0009 000A 0006 0018 0009 000A 0006 0018 0009 0019 001A 0008 0006 0015 000B 0008 0006 0015 000B 0008 001B 0011 001A 0008 0009 000A 0027 001F 0040 0022
0014 0007 0008 0009 000E 0023 0008 0009 000E 0023 0008 001E 0015 000B 0006 000C 000A 000B 000E 003E 000A 000B 0008 001B 0021 000B 0008 003A 001F 003F 001C 0040
001D 0015 000B 0008 0009 000A 000B 0008 0009 000A 000B 0006 000C 000A 0006 0018 0009 000A 000B 0008 0009 000A 000B 0008 0009 000A 0027 001C 0040 001C 003F 0020
0014 002E 002F 0030 0028 0025 002F 0030 0028 0025 002F 0014 0024 0025 0014 0037 0028 0025 002F 0030 0028 0025 002F 0030 0028 0025 0041 0037 0042 002E 0042 0037
