ATARI GAUNTLET PLAYFIELD 16X16 TILEMAP
SOURCE: level-082-playfield.png
GRID: 32 X 32
TILE_SIZE: 16 X 16
UNIQUE_TILES: 82

0000 0001 0002 0002 0002 0003 0004 0001 0002 0005 0006 0002 0002 0002 0002 0002 0002 0002 0002 0002 0002 0004 0007 0002 0002 0002 0002 0002 0002 0000 0001 0002
002D 001D 000C 000D 000A 000B 0038 001C 000A 000B 000C 000D 000A 000B 001A 0015 000A 001E 001F 001C 000A 000B 0037 002F 0028 0031 0001 0002 0002 0002 0002 0002
0008 000F 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 0016 002E 0024 000D 000A 000B 000C 000D 000A 0013 002E 001C 0008 001D 000C 000D 000A 000B 000C
0008 0009 000A 002B 000C 000D 000A 000B 000C 000D 000A 000B 001A 002E 0039 003A 000C 000D 000A 000B 000C 000D 0037 0033 0018 0008 000F 000B 000C 000D 000A 000B
0008 0010 000D 000A 000B 000C 000D 000A 000B 000C 000D 000A 0037 0020 002E 0032 000B 000C 000D 000A 000B 000C 0027 002E 0022 0008 0009 000A 000B 000C 000D 000A
0008 001D 000C 000D 000A 0013 0014 0015 000A 000B 000C 000D 000A 0037 0020 0015 000A 0013 0018 000D 000A 000B 0037 002F 0028 0008 0010 000D 000A 000B 000C 000D
0019 003B 000B 000C 000D 003C 003D 0024 000D 000A 000B 000C 000D 000A 0037 0024 0027 002E 0033 0018 000D 000A 0013 002E 001C 0008 003E 0014 0029 002A 0017 0014
002D 0009 000A 000B 000C 0008 003F 0017 0014 0029 002A 0017 0014 0029 002A 0017 003D 001C 0037 0033 0018 000D 0037 0033 0018 0031 0001 0002 0002 0002 0002 0002
0008 0010 000D 000A 000B 0031 0001 0004 0001 0002 0002 0002 0002 0002 0002 0036 001D 000C 000D 0037 0033 0018 0027 002E 0033 0019 0009 000A 000B 000C 000D 000A
0008 001D 000C 000D 000A 0008 0010 001B 0040 003A 000C 000D 000A 000B 001A 0041 0032 000B 000C 000D 0037 0033 002E 002F 0021 002D 0010 000D 000A 000B 000C 000D
0008 000F 000B 000C 000D 0008 001D 000C 0037 0039 0017 0014 0029 002A 002E 0024 000D 000A 0013 0014 0029 002E 0033 002E 001C 0008 003E 0014 0029 002A 003A 000C
0008 0009 000A 000B 000C 0008 000F 000B 000C 001E 0002 0004 0001 001F 0032 000B 000C 000D 001E 0004 0042 001C 0037 0022 000C 0031 0001 0002 0002 001F 0032 000B
0008 0010 000D 000A 000B 0008 0009 000A 000B 000C 0027 0019 001D 000C 000D 0016 0017 0018 0027 0019 001D 000C 000D 000A 000B 0008 0009 000A 000B 000C 000D 000A
0008 001D 000C 000D 000A 001B 0020 0015 000A 000B 001E 0023 0032 000B 000C 001E 0043 001D 001E 0023 0032 000B 000C 000D 000A 0008 0010 000D 000A 000B 000C 000D
0019 000F 000B 000C 000D 000A 0025 0010 000D 000A 000B 000C 000D 000A 000B 000C 0008 000F 000B 000C 000D 0016 0017 0018 000D 001B 0022 000C 000D 0016 0017 0014
002D 0009 000A 000B 000C 000D 0008 001D 000C 000D 0016 0017 0014 0015 000A 000B 0008 0009 000A 000B 000C 001E 0043 001D 000C 000D 000A 000B 000C 003C 0001 0002
0008 0010 000D 000A 000B 000C 0008 003F 0017 0014 0044 0045 0046 0010 000D 0016 0019 0010 0027 002A 003A 001A 0019 000F 000B 000C 000D 000A 002B 001B 001C 000A
0008 001D 000C 000D 000A 000B 0047 0048 0001 0049 004A 004B 004C 001D 000C 001E 0023 0022 001E 0043 000F 001E 0023 001C 000A 000B 000C 000D 0012 000B 000C 000D
0008 000F 000B 000C 000D 000A 004D 004E 001C 003D 0036 004F 0050 0032 000B 000C 000D 000A 0013 0019 0009 000A 000B 000C 000D 000A 000B 000C 000D 000A 000B 000C
0008 0009 000A 000B 000C 000D 0008 001D 000C 000D 000A 000B 000C 000D 000A 000B 000C 000D 001E 0023 0024 0027 002A 003A 000C 000D 000A 000B 000C 0027 0028 000B
0008 0010 000D 000A 000B 001A 0041 0032 000B 001A 0029 0028 000B 000C 000D 000A 000B 000C 000D 000A 000B 001E 0043 000F 000B 000C 000D 000A 000B 0025 0009 000A
0019 003E 0014 0029 002A 0051 000E 0029 002A 003D 0036 002C 002A 0017 0014 0029 002A 0017 0014 0029 002A 0017 0019 002C 002A 0017 0014 0029 002A 0019 0030 0029
