frame_id,source,first_mame_frame,slot,raw_code,decoded_code,atari_width_8px,atari_height_8px,xflip,palette,atlas_x_16px,atlas_y_16px,width_16px,height_16px,pen_1
91,rom-animation-table,-1,-1,0x0912,0x0112,3,3,0,2,9,24,2,2,preview_black_alpha_128_and_separate_mask
92,rom-animation-table,-1,-1,0x0912,0x0112,3,3,0,3,12,24,2,2,preview_black_alpha_128_and_separate_mask
93,rom-animation-table,-1,-1,0x0912,0x0112,3,3,0,4,15,24,2,2,preview_black_alpha_128_and_separate_mask
94,rom-animation-table,-1,-1,0x091B,0x011B,3,3,0,2,18,24,2,2,preview_black_alpha_128_and_separate_mask
95,rom-animation-table,-1,-1,0x091B,0x011B,3,3,0,3,21,24,2,2,preview_black_alpha_128_and_separate_mask
96,rom-animation-table,-1,-1,0x091B,0x011B,3,3,0,4,24,24,2,2,preview_black_alpha_128_and_separate_mask
97,mame-trace,900,270,0x096C,0x016C,3,3,0,1,27,24,2,2,preview_black_alpha_128_and_separate_mask
98,mame-trace,973,120,0x097E,0x017E,3,3,0,1,30,24,2,2,preview_black_alpha_128_and_separate_mask
99,mame-trace,907,278,0x0987,0x0187,3,3,0,1,0,27,2,2,preview_black_alpha_128_and_separate_mask
100,mame-trace,900,278,0x0990,0x0190,3,3,0,1,3,27,2,2,preview_black_alpha_128_and_separate_mask
101,mame-trace,903,278,0x0999,0x0199,3,3,0,1,6,27,2,2,preview_black_alpha_128_and_separate_mask
102,mame-trace,900,573,0x09AB,0x01AB,3,3,0,5,9,27,2,2,preview_black_alpha_128_and_separate_mask
103,mame-trace,974,918,0x09B4,0x01B4,3,3,0,5,12,27,2,2,preview_black_alpha_128_and_separate_mask
104,mame-trace,973,246,0x09BD,0x01BD,3,3,0,5,15,27,2,2,preview_black_alpha_128_and_separate_mask
105,mame-trace,900,1021,0x09E1,0x01E1,3,3,0,2,18,27,2,2,preview_black_alpha_128_and_separate_mask
106,rom-energy-table,-1,-1,0x09E1,0x01E1,3,3,0,3,21,27,2,2,preview_black_alpha_128_and_separate_mask
107,rom-energy-table,-1,-1,0x09E1,0x01E1,3,3,0,4,24,27,2,2,preview_black_alpha_128_and_separate_mask
108,rom-animation-table,-1,-1,0x09EA,0x01EA,3,3,0,2,27,27,2,2,preview_black_alpha_128_and_separate_mask
109,rom-animation-table,-1,-1,0x09EA,0x01EA,3,3,0,3,30,27,2,2,preview_black_alpha_128_and_separate_mask
110,rom-animation-table,-1,-1,0x09EA,0x01EA,3,3,0,4,0,30,2,2,preview_black_alpha_128_and_separate_mask
111,rom-animation-table,-1,-1,0x09F3,0x01F3,3,3,0,2,3,30,2,2,preview_black_alpha_128_and_separate_mask
112,rom-animation-table,-1,-1,0x09F3,0x01F3,3,3,0,3,6,30,2,2,preview_black_alpha_128_and_separate_mask
113,rom-animation-table,-1,-1,0x09F3,0x01F3,3,3,0,4,9,30,2,2,preview_black_alpha_128_and_separate_mask
114,rom-animation-table,-1,-1,0x0A00,0x0200,3,3,0,2,12,30,2,2,preview_black_alpha_128_and_separate_mask
115,rom-animation-table,-1,-1,0x0A00,0x0200,3,3,0,3,15,30,2,2,preview_black_alpha_128_and_separate_mask
116,rom-animation-table,-1,-1,0x0A00,0x0200,3,3,0,4,18,30,2,2,preview_black_alpha_128_and_separate_mask
117,rom-animation-table,-1,-1,0x0A09,0x0209,3,3,0,2,21,30,2,2,preview_black_alpha_128_and_separate_mask
118,rom-animation-table,-1,-1,0x0A09,0x0209,3,3,0,3,24,30,2,2,preview_black_alpha_128_and_separate_mask
119,rom-animation-table,-1,-1,0x0A09,0x0209,3,3,0,4,27,30,2,2,preview_black_alpha_128_and_separate_mask
120,rom-animation-table,-1,-1,0x0A12,0x0212,3,3,0,2,30,30,2,2,preview_black_alpha_128_and_separate_mask
121,rom-animation-table,-1,-1,0x0A12,0x0212,3,3,0,3,0,33,2,2,preview_black_alpha_128_and_separate_mask
122,rom-animation-table,-1,-1,0x0A12,0x0212,3,3,0,4,3,33,2,2,preview_black_alpha_128_and_separate_mask
123,rom-animation-table,-1,-1,0x0A1B,0x021B,3,3,0,2,6,33,2,2,preview_black_alpha_128_and_separate_mask
124,rom-animation-table,-1,-1,0x0A1B,0x021B,3,3,0,3,9,33,2,2,preview_black_alpha_128_and_separate_mask
125,rom-animation-table,-1,-1,0x0A1B,0x021B,3,3,0,4,12,33,2,2,preview_black_alpha_128_and_separate_mask
126,rom-animation-table,-1,-1,0x0A24,0x0224,3,3,0,2,15,33,2,2,preview_black_alpha_128_and_separate_mask
127,rom-animation-table,-1,-1,0x0A24,0x0224,3,3,0,3,18,33,2,2,preview_black_alpha_128_and_separate_mask
128,rom-animation-table,-1,-1,0x0A24,0x0224,3,3,0,4,21,33,2,2,preview_black_alpha_128_and_separate_mask
129,rom-animation-table,-1,-1,0x0A2D,0x022D,3,3,0,2,24,33,2,2,preview_black_alpha_128_and_separate_mask
130,rom-animation-table,-1,-1,0x0A2D,0x022D,3,3,0,3,27,33,2,2,preview_black_alpha_128_and_separate_mask
131,rom-animation-table,-1,-1,0x0A2D,0x022D,3,3,0,4,30,33,2,2,preview_black_alpha_128_and_separate_mask
132,rom-animation-table,-1,-1,0x0A3F,0x023F,3,3,0,2,0,36,2,2,preview_black_alpha_128_and_separate_mask
133,rom-animation-table,-1,-1,0x0A3F,0x023F,3,3,0,3,3,36,2,2,preview_black_alpha_128_and_separate_mask
134,rom-animation-table,-1,-1,0x0A3F,0x023F,3,3,0,4,6,36,2,2,preview_black_alpha_128_and_separate_mask
135,rom-animation-table,-1,-1,0x0A48,0x0248,3,3,0,2,9,36,2,2,preview_black_alpha_128_and_separate_mask
136,rom-animation-table,-1,-1,0x0A48,0x0248,3,3,0,3,12,36,2,2,preview_black_alpha_128_and_separate_mask
137,rom-animation-table,-1,-1,0x0A48,0x0248,3,3,0,4,15,36,2,2,preview_black_alpha_128_and_separate_mask
138,rom-animation-table,-1,-1,0x0A51,0x0251,3,3,0,2,18,36,2,2,preview_black_alpha_128_and_separate_mask
139,rom-animation-table,-1,-1,0x0A51,0x0251,3,3,0,3,21,36,2,2,preview_black_alpha_128_and_separate_mask
140,rom-animation-table,-1,-1,0x0A51,0x0251,3,3,0,4,24,36,2,2,preview_black_alpha_128_and_separate_mask
141,rom-animation-table,-1,-1,0x0A5A,0x025A,3,3,0,2,27,36,2,2,preview_black_alpha_128_and_separate_mask
142,rom-animation-table,-1,-1,0x0A5A,0x025A,3,3,0,3,30,36,2,2,preview_black_alpha_128_and_separate_mask
143,rom-animation-table,-1,-1,0x0A5A,0x025A,3,3,0,4,0,39,2,2,preview_black_alpha_128_and_separate_mask
144,rom-animation-table,-1,-1,0x0A63,0x0263,3,3,0,2,3,39,2,2,preview_black_alpha_128_and_separate_mask
145,rom-animation-table,-1,-1,0x0A63,0x0263,3,3,0,3,6,39,2,2,preview_black_alpha_128_and_separate_mask
146,rom-animation-table,-1,-1,0x0A63,0x0263,3,3,0,4,9,39,2,2,preview_black_alpha_128_and_separate_mask
147,rom-animation-table,-1,-1,0x0A6C,0x026C,3,3,0,2,12,39,2,2,preview_black_alpha_128_and_separate_mask
148,rom-animation-table,-1,-1,0x0A6C,0x026C,3,3,0,3,15,39,2,2,preview_black_alpha_128_and_separate_mask
149,rom-animation-table,-1,-1,0x0A6C,0x026C,3,3,0,4,18,39,2,2,preview_black_alpha_128_and_separate_mask
150,rom-animation-table,-1,-1,0x0A75,0x0275,3,3,0,2,21,39,2,2,preview_black_alpha_128_and_separate_mask
151,rom-animation-table,-1,-1,0x0A75,0x0275,3,3,0,3,24,39,2,2,preview_black_alpha_128_and_separate_mask
152,rom-animation-table,-1,-1,0x0A75,0x0275,3,3,0,4,27,39,2,2,preview_black_alpha_128_and_separate_mask
153,rom-animation-table,-1,-1,0x0A7E,0x027E,3,3,0,2,30,39,2,2,preview_black_alpha_128_and_separate_mask
154,rom-animation-table,-1,-1,0x0A7E,0x027E,3,3,0,3,0,42,2,2,preview_black_alpha_128_and_separate_mask
155,rom-animation-table,-1,-1,0x0A7E,0x027E,3,3,0,4,3,42,2,2,preview_black_alpha_128_and_separate_mask
156,rom-animation-table,-1,-1,0x0A87,0x0287,3,3,0,2,6,42,2,2,preview_black_alpha_128_and_separate_mask
157,rom-animation-table,-1,-1,0x0A87,0x0287,3,3,0,3,9,42,2,2,preview_black_alpha_128_and_separate_mask
158,rom-animation-table,-1,-1,0x0A87,0x0287,3,3,0,4,12,42,2,2,preview_black_alpha_128_and_separate_mask
159,rom-animation-table,-1,-1,0x0A90,0x0290,3,3,0,2,15,42,2,2,preview_black_alpha_128_and_separate_mask
160,rom-animation-table,-1,-1,0x0A90,0x0290,3,3,0,3,18,42,2,2,preview_black_alpha_128_and_separate_mask
161,rom-animation-table,-1,-1,0x0A90,0x0290,3,3,0,4,21,42,2,2,preview_black_alpha_128_and_separate_mask
162,rom-animation-table,-1,-1,0x0A99,0x0299,3,3,0,2,24,42,2,2,preview_black_alpha_128_and_separate_mask
163,rom-animation-table,-1,-1,0x0A99,0x0299,3,3,0,3,27,42,2,2,preview_black_alpha_128_and_separate_mask
164,rom-animation-table,-1,-1,0x0A99,0x0299,3,3,0,4,30,42,2,2,preview_black_alpha_128_and_separate_mask
165,rom-animation-table,-1,-1,0x0AA2,0x02A2,3,3,0,2,0,45,2,2,preview_black_alpha_128_and_separate_mask
166,rom-animation-table,-1,-1,0x0AA2,0x02A2,3,3,0,3,3,45,2,2,preview_black_alpha_128_and_separate_mask
167,rom-animation-table,-1,-1,0x0AA2,0x02A2,3,3,0,4,6,45,2,2,preview_black_alpha_128_and_separate_mask
168,rom-animation-table,-1,-1,0x0AAB,0x02AB,3,3,0,2,9,45,2,2,preview_black_alpha_128_and_separate_mask
169,rom-animation-table,-1,-1,0x0AAB,0x02AB,3,3,0,3,12,45,2,2,preview_black_alpha_128_and_separate_mask
170,rom-animation-table,-1,-1,0x0AAB,0x02AB,3,3,0,4,15,45,2,2,preview_black_alpha_128_and_separate_mask
171,rom-animation-table,-1,-1,0x0AB4,0x02B4,3,3,0,2,18,45,2,2,preview_black_alpha_128_and_separate_mask
172,rom-animation-table,-1,-1,0x0AB4,0x02B4,3,3,0,3,21,45,2,2,preview_black_alpha_128_and_separate_mask
173,rom-animation-table,-1,-1,0x0AB4,0x02B4,3,3,0,4,24,45,2,2,preview_black_alpha_128_and_separate_mask
174,rom-animation-table,-1,-1,0x0ABD,0x02BD,3,3,0,2,27,45,2,2,preview_black_alpha_128_and_separate_mask
175,rom-animation-table,-1,-1,0x0ABD,0x02BD,3,3,0,3,30,45,2,2,preview_black_alpha_128_and_separate_mask
176,rom-animation-table,-1,-1,0x0ABD,0x02BD,3,3,0,4,0,48,2,2,preview_black_alpha_128_and_separate_mask
177,rom-animation-table,-1,-1,0x0AC6,0x02C6,3,3,0,2,3,48,2,2,preview_black_alpha_128_and_separate_mask
178,rom-animation-table,-1,-1,0x0AC6,0x02C6,3,3,0,3,6,48,2,2,preview_black_alpha_128_and_separate_mask
179,rom-animation-table,-1,-1,0x0AC6,0x02C6,3,3,0,4,9,48,2,2,preview_black_alpha_128_and_separate_mask
180,rom-animation-table,-1,-1,0x0ACF,0x02CF,3,3,0,2,12,48,2,2,preview_black_alpha_128_and_separate_mask
181,rom-animation-table,-1,-1,0x0ACF,0x02CF,3,3,0,3,15,48,2,2,preview_black_alpha_128_and_separate_mask
182,rom-animation-table,-1,-1,0x0ACF,0x02CF,3,3,0,4,18,48,2,2,preview_black_alpha_128_and_separate_mask
183,rom-animation-table,-1,-1,0x0AD8,0x02D8,3,3,0,2,21,48,2,2,preview_black_alpha_128_and_separate_mask
184,rom-animation-table,-1,-1,0x0AD8,0x02D8,3,3,0,3,24,48,2,2,preview_black_alpha_128_and_separate_mask
185,rom-animation-table,-1,-1,0x0AD8,0x02D8,3,3,0,4,27,48,2,2,preview_black_alpha_128_and_separate_mask
186,rom-animation-table,-1,-1,0x0AE1,0x02E1,3,3,0,2,30,48,2,2,preview_black_alpha_128_and_separate_mask
187,rom-animation-table,-1,-1,0x0AE1,0x02E1,3,3,0,3,0,51,2,2,preview_black_alpha_128_and_separate_mask
188,rom-animation-table,-1,-1,0x0AE1,0x02E1,3,3,0,4,3,51,2,2,preview_black_alpha_128_and_separate_mask
189,rom-animation-table,-1,-1,0x0AEA,0x02EA,3,3,0,2,6,51,2,2,preview_black_alpha_128_and_separate_mask
190,rom-animation-table,-1,-1,0x0AEA,0x02EA,3,3,0,3,9,51,2,2,preview_black_alpha_128_and_separate_mask
191,rom-animation-table,-1,-1,0x0AEA,0x02EA,3,3,0,4,12,51,2,2,preview_black_alpha_128_and_separate_mask
192,rom-animation-table,-1,-1,0x0AF3,0x02F3,3,3,0,2,15,51,2,2,preview_black_alpha_128_and_separate_mask
193,rom-animation-table,-1,-1,0x0AF3,0x02F3,3,3,0,3,18,51,2,2,preview_black_alpha_128_and_separate_mask
194,rom-animation-table,-1,-1,0x0AF3,0x02F3,3,3,0,4,21,51,2,2,preview_black_alpha_128_and_separate_mask
195,mame-trace,900,92,0x0AFC,0x02FC,2,2,0,1,24,51,1,1,preview_black_alpha_128_and_separate_mask
196,rom-animation-table,-1,-1,0x0B00,0x0300,3,3,0,2,26,51,2,2,preview_black_alpha_128_and_separate_mask
197,rom-animation-table,-1,-1,0x0B00,0x0300,3,3,0,3,29,51,2,2,preview_black_alpha_128_and_separate_mask
198,rom-animation-table,-1,-1,0x0B00,0x0300,3,3,0,4,0,54,2,2,preview_black_alpha_128_and_separate_mask
199,rom-animation-table,-1,-1,0x0B09,0x0309,3,3,0,2,3,54,2,2,preview_black_alpha_128_and_separate_mask
200,rom-animation-table,-1,-1,0x0B09,0x0309,3,3,0,3,6,54,2,2,preview_black_alpha_128_and_separate_mask
201,rom-animation-table,-1,-1,0x0B09,0x0309,3,3,0,4,9,54,2,2,preview_black_alpha_128_and_separate_mask
202,rom-animation-table,-1,-1,0x0B12,0x0312,3,3,0,2,12,54,2,2,preview_black_alpha_128_and_separate_mask
203,rom-animation-table,-1,-1,0x0B12,0x0312,3,3,0,3,15,54,2,2,preview_black_alpha_128_and_separate_mask
204,rom-animation-table,-1,-1,0x0B12,0x0312,3,3,0,4,18,54,2,2,preview_black_alpha_128_and_separate_mask
205,rom-animation-table,-1,-1,0x0B1B,0x031B,3,3,0,2,21,54,2,2,preview_black_alpha_128_and_separate_mask
206,rom-animation-table,-1,-1,0x0B1B,0x031B,3,3,0,3,24,54,2,2,preview_black_alpha_128_and_separate_mask
207,rom-animation-table,-1,-1,0x0B1B,0x031B,3,3,0,4,27,54,2,2,preview_black_alpha_128_and_separate_mask
208,rom-animation-table,-1,-1,0x0B24,0x0324,3,3,0,2,30,54,2,2,preview_black_alpha_128_and_separate_mask
209,rom-animation-table,-1,-1,0x0B24,0x0324,3,3,0,3,0,57,2,2,preview_black_alpha_128_and_separate_mask
210,rom-animation-table,-1,-1,0x0B24,0x0324,3,3,0,4,3,57,2,2,preview_black_alpha_128_and_separate_mask
211,rom-animation-table,-1,-1,0x0B2D,0x032D,3,3,0,2,6,57,2,2,preview_black_alpha_128_and_separate_mask
212,rom-animation-table,-1,-1,0x0B2D,0x032D,3,3,0,3,9,57,2,2,preview_black_alpha_128_and_separate_mask
213,rom-animation-table,-1,-1,0x0B2D,0x032D,3,3,0,4,12,57,2,2,preview_black_alpha_128_and_separate_mask
214,rom-animation-table,-1,-1,0x0B36,0x0336,3,3,0,2,15,57,2,2,preview_black_alpha_128_and_separate_mask
215,rom-animation-table,-1,-1,0x0B36,0x0336,3,3,0,3,18,57,2,2,preview_black_alpha_128_and_separate_mask
216,rom-animation-table,-1,-1,0x0B36,0x0336,3,3,0,4,21,57,2,2,preview_black_alpha_128_and_separate_mask
217,rom-animation-table,-1,-1,0x0B3F,0x033F,3,3,0,2,24,57,2,2,preview_black_alpha_128_and_separate_mask
218,rom-animation-table,-1,-1,0x0B3F,0x033F,3,3,0,3,27,57,2,2,preview_black_alpha_128_and_separate_mask
219,rom-animation-table,-1,-1,0x0B3F,0x033F,3,3,0,4,30,57,2,2,preview_black_alpha_128_and_separate_mask
220,rom-animation-table,-1,-1,0x0B48,0x0348,3,3,0,2,0,60,2,2,preview_black_alpha_128_and_separate_mask
221,rom-animation-table,-1,-1,0x0B48,0x0348,3,3,0,3,3,60,2,2,preview_black_alpha_128_and_separate_mask
